trial_type,trial_num,stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,rt,response,workerid
free_class_elicitation,30,81,weight,Kim is helping a friend move and picks up their chair.,furniture,chair,medium,light,negative,2305,unsure,workerid_0006
free_class_elicitation,31,90,width,William is attempting to move furniture through the back door of his house.,doorways,back door,low,wide,positive,1723,unsure,workerid_0006
free_class_elicitation,32,20,height,Alexander is walking in a botanical garden and sees a redwood tree.,trees,redwood tree,high,tall,positive,1820,unsure,workerid_0006
free_class_elicitation,33,87,width,Stephanie is driving on a downtown street.,roads,downtown street,medium,wide,positive,1160,unsure,workerid_0006
free_class_elicitation,34,49,price,Greg is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,cheap,negative,1130,unsure,workerid_0006
free_class_elicitation,35,27,length_duration,Stephen looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,1096,unsure,workerid_0006
free_class_elicitation,36,32,loudness_n,Cameron is spending his Saturday night at a concert.,venues,concert,high,noisy,positive,1268,unsure,workerid_0006
free_class_elicitation,1,69,strength,Michael is watching a cyclist lift weights.,athletes,cyclist,medium,weak,negative,8149,muscles,workerid_0007
free_class_elicitation,2,32,loudness_n,Lee is spending his Saturday night at a restaurant.,venues,restaurant,medium,noisy,positive,5847,restaurants,workerid_0007
free_class_elicitation,3,63,speed_f,Cameron is travelling on his friend's new speedboat.,boats,speedboat,high,slow,negative,5816,boats,workerid_0007
free_class_elicitation,4,34,loudness_n,Simon is listening to a friend playing the harp.,instruments,harp,low,quiet,negative,12905,harps,workerid_0007
free_class_elicitation,5,56,size,Monica sees her friend's new truck.,vehicles,truck,high,big,positive,3766,truck,workerid_0007
free_class_elicitation,6,73,temperature_h,Stephen takes the first sip from a coffee.,drinks,coffee,high,cold,negative,5788,coffees,workerid_0007
free_class_elicitation,7,61,speed,Mika wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,9337,dinners,workerid_0007
free_class_elicitation,8,38,loudness,Gary is in a forest and hears a owl.,birds,owl,low,quiet,negative,4531,owls,workerid_0007
free_class_elicitation,9,46,price,Julia is clothing shopping and looks at a suit.,clothes,suit,high,expensive,positive,4801,suits,workerid_0007
free_class_elicitation,10,67,strength,Natalia watches a teenager lift up a box.,people,teenager,medium,weak,negative,7025,teenagers,workerid_0007
free_class_elicitation,11,89,width,Alicia is walking on a street.,roads,street,medium,narrow,negative,3084,streets,workerid_0007
free_class_elicitation,12,1,darkness,Stephanie is going for a walk and notices the color of a crow.,birds,crow,low,light,positive,3958,crows,workerid_0007
free_class_elicitation,13,80,weight,Alexander is at an electronics store and picks up a printer.,electronic devices,printer,high,light,negative,4084,printers,workerid_0007
free_class_elicitation,14,47,price,Kim is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,cheap,negative,5673,strawberries,workerid_0007
free_class_elicitation,15,21,length_duration,Greg is at a pet store and notices the length of a bassett hound.,dogs,bassett hound,medium,short,negative,3553,dogs,workerid_0007
free_class_elicitation,16,58,size,Jasmine is taking a walk and sees a poodle.,dogs,poodle,medium,big,positive,4365,dogs,workerid_0007
free_class_elicitation,17,12,hardness,Charles picks up a melon.,fruit,melon,high,hard,positive,3673,melons,workerid_0007
free_class_elicitation,18,7,darkness,Michelle takes a walk and notices the coat of a spaniel.,dogs,spaniel,medium,light,positive,10409,coats,workerid_0007
free_class_elicitation,19,52,size,Anthony is at the zoo and sees a mouse.,animals,mouse,low,big,positive,4228,mice,workerid_0007
free_class_elicitation,20,19,height,Laura sees a jockey.,people,jockey,low,short,negative,3982,jockeys,workerid_0007
free_class_elicitation,21,11,hardness,Angela steps onto the wood floor of a room.,floors,wood,medium,hard,positive,3492,floors,workerid_0007
free_class_elicitation,22,16,height,Claire is looking at a strip mall.,buildings,strip mall,low,tall,positive,8389,malls,workerid_0007
free_class_elicitation,23,37,loudness_n,Josh is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,quiet,negative,3931,tractors,workerid_0007
free_class_elicitation,24,51,size,Gabriel is at a gardening store and looks at a flower.,plants,flower,low,big,positive,3328,flowers,workerid_0007
free_class_elicitation,25,86,width,Robert is in a forest and sees a bear den.,dens,bear den,high,wide,positive,3316,dens,workerid_0007
free_class_elicitation,26,85,weight,Jennifer is at a grocery store and picks up a plum.,fruit,plum,low,heavy,positive,4356,plums,workerid_0007
free_class_elicitation,27,27,length_duration,Veronica looks up information about an upcoming relay race.,races,relay race,medium,long,positive,2910,races,workerid_0007
free_class_elicitation,28,57,size,Lucas is shopping at an appliances store and looks at an oven. ,appliances,oven,medium,small,negative,4703,ovens,workerid_0007
free_class_elicitation,29,81,weight,Eric is helping a friend move and picks up their couch.,furniture,couch,high,heavy,positive,4487,furniture,workerid_0007
free_class_elicitation,30,4,darkness,Kim steps outside during the day.,times of day,day,high,light,positive,4591,days,workerid_0007
free_class_elicitation,31,72,temperature,Melinda takes the first bite of her soup.,food,soup,high,cold,negative,4181,soups,workerid_0007
free_class_elicitation,32,17,height,Maya sees a child.,people,child,low,short,negative,5589,children,workerid_0007
free_class_elicitation,33,90,width,Tom is attempting to move furniture through the front gate of his house.,doorways,front gate,high,narrow,negative,2818,gates,workerid_0007
free_class_elicitation,34,36,loudness_n,Daniel is planning to move and reads about a nearby village.,places,village,low,quiet,negative,4536,villages,workerid_0007
free_class_elicitation,35,29,loudness,Tanya is listening to a rap concert.,concerts,rap concert,medium,quiet,negative,5836,concerts,workerid_0007
free_class_elicitation,36,79,weight,William lifts up a baby.,people,baby,low,heavy,positive,3151,babies,workerid_0007
free_class_elicitation,1,6,darkness,Alicia is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,dark,negative,25733,flowers,workerid_0008
free_class_elicitation,2,80,weight,Natalia is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,42430,cell phones,workerid_0008
free_class_elicitation,3,42,price,Monica is looking to rent a new place and checks out an apartment.,rentals,apartment,low,cheap,negative,18305,apartments,workerid_0008
free_class_elicitation,4,10,hardness,Melinda is eating a marshmallow.,candies,marshmallow,low,soft,negative,87455,candies,workerid_0008
free_class_elicitation,5,35,loudness,Michael is in a room with an adult.,people,adult,low,quiet,negative,21266,adults,workerid_0008
free_class_elicitation,6,73,temperature_h,Gary takes the first sip from a milkshake.,drinks,milkshake,low,cold,negative,15731,drinks,workerid_0008
free_class_elicitation,7,51,size,Jasmine is at a gardening store and looks at a flower.,plants,flower,low,big,positive,14604,flowers,workerid_0008
free_class_elicitation,8,77,temperature_h,Robert is at a restaurant and takes a taste of a smoothie. ,desserts,smoothie,low,hot,positive,12600,smoothies,workerid_0008
free_class_elicitation,9,70,strength,Tom is painting and tries a new watercolor.,paints,watercolor,low,strong,positive,21429,watercolors,workerid_0008
free_class_elicitation,10,4,darkness,Lee steps outside during the night.,times of day,night,low,light,positive,26375,streets,workerid_0008
free_class_elicitation,11,17,height,Kathleen sees a child.,people,child,low,tall,positive,11200,children,workerid_0008
free_class_elicitation,12,82,weight,Greg is walking outside and picks up a feather.,objects,feather,low,heavy,positive,7337,feathers,workerid_0008
free_class_elicitation,13,2,darkness,Tanya bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,dark,negative,16506,blue colors,workerid_0008
free_class_elicitation,14,81,weight,Claire is helping a friend move and picks up their chair.,furniture,chair,medium,light,negative,8249,chairs,workerid_0008
free_class_elicitation,15,45,price,Laura wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,cheap,negative,18636,metals,workerid_0008
free_class_elicitation,16,28,length_duration,William is considering listening to his favorite podcast episode.,audios,podcast episode,medium,short,negative,13218,podcasts,workerid_0008
free_class_elicitation,17,20,height,Maya is walking in a botanical garden and sees an alpine tree.,trees,alpine tree,medium,short,negative,9953,trees,workerid_0008
free_class_elicitation,18,61,speed,Gabriel wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,15762,dinners,workerid_0008
free_class_elicitation,19,69,strength,Stephen is watching a cyclist lift weights.,athletes,cyclist,medium,strong,positive,11846,cyclists,workerid_0008
free_class_elicitation,20,43,price,Michelle is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,expensive,positive,7633,sneakers,workerid_0008
free_class_elicitation,21,71,strength,Cameron is examining the walls of a friend's new condo.,walls,condo,medium,strong,positive,16594,walls,workerid_0008
free_class_elicitation,22,21,length_duration,David is at a pet store and notices the length of a bassett hound.,dogs,bassett hound,medium,long,positive,16598,bassett hounds,workerid_0008
free_class_elicitation,23,15,height,Stephanie is at a zoo and looks at a monkey.,animals,monkey,medium,tall,positive,10869,monkeys,workerid_0008
free_class_elicitation,24,25,length_duration,Daniel thinks about watching his favorite documentary.,entertainment,documentary,medium,long,positive,9329,documentaries,workerid_0008
free_class_elicitation,25,11,hardness,Josh steps onto the tile floor of a room.,floors,tile,high,soft,negative,13756,tile floors,workerid_0008
free_class_elicitation,26,29,loudness,Simon is listening to a rock concert.,concerts,rock concert,high,quiet,negative,13728,concerts,workerid_0008
free_class_elicitation,27,68,strength,Mika is hearing about the hurricane that is heading towards them.,storms,hurricane,high,weak,negative,8380,hurricanes,workerid_0008
free_class_elicitation,28,66,speed_f,Veronica is at an airport and sees a plane in the air.,aircrafts,plane,high,slow,negative,12477,planes,workerid_0008
free_class_elicitation,29,83,weight,Lucas is at a craft shop and picks up a piece of wool.,materials,wool,high,light,negative,21749,types of wool,workerid_0008
free_class_elicitation,30,16,height,Alexander is looking at a skyscraper.,buildings,skyscraper,high,short,negative,12607,skyscrapers,workerid_0008
free_class_elicitation,31,67,strength,Anthony watches an adult lift up a box.,people,adult,high,strong,positive,15430,adults,workerid_0008
free_class_elicitation,32,22,length_duration,Eric is at a friend's house and notices the size of his pet snake.,pets,snake,high,long,positive,9485,snakes,workerid_0008
free_class_elicitation,33,85,weight,Jennifer is at a grocery store and picks up a watermelon.,fruit,watermelon,high,heavy,positive,7887,watermelons,workerid_0008
free_class_elicitation,34,31,loudness_n,Kim is at a friend's place and hears her pet parrot.,pets,parrot,high,loud,positive,25228,birds,workerid_0008
free_class_elicitation,35,7,darkness,Charles takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,15353,poodles,workerid_0008
free_class_elicitation,36,56,size,Sophie sees her friend's new truck.,vehicles,truck,high,big,positive,7481,trucks,workerid_0008
free_class_elicitation,1,40,loudness,Lee wants to play music and tries out a bass guitar.,guitars,bass guitar,high,quiet,negative,8798,instruments,workerid_0009
free_class_elicitation,2,18,height,Jasmine is looking at a tulip.,flowers,tulip,medium,tall,positive,7304,flowers,workerid_0009
free_class_elicitation,3,74,temperature,Josh steps outside on a day in winter.,seasons,winter,low,cold,negative,4808,days,workerid_0009
free_class_elicitation,4,16,height,Jennifer is looking at a skyscraper.,buildings,skyscraper,high,short,negative,12001,buildings,workerid_0009
free_class_elicitation,5,14,hardness,John is in his bedroom and sits on a pillow.,furniture,pillow,low,hard,positive,11913,pillows,workerid_0009
free_class_elicitation,6,19,height,William sees a golfer.,people,golfer,medium,short,negative,7468,golfers,workerid_0009
free_class_elicitation,7,60,speed,Simon is at the zoo and watches a cheetah move.,animals,cheetah,high,slow,negative,11857,cheetahs,workerid_0009
